symbol,date,open,high,low,close,adjClose,volume,unadjustedVolume,change,changePercent,vwap,label,changeOverTime
1101.TW,2024-01-12,33.7,33.8,33.6,33.75,33.75,5221622,5221622,0.05,0.14837,33.72,"January 12, 24",0.0014837
1101.TW,2024-01-11,33.7,33.8,33.6,33.7,33.7,6590499,6590499,0,0,33.7,"January 11, 24",0
1101.TW,2024-01-10,34.05,34.05,33.7,33.7,33.7,10231832,10231832,-0.35,-1.03,33.82,"January 10, 24",-0.0103
1101.TW,2024-01-09,34.3,34.3,34.05,34.05,34.05,6191243,6191243,-0.25,-0.72886,34.13,"January 09, 24",-0.0072886
1101.TW,2024-01-08,34.4,34.55,34.25,34.25,34.25,5522713,5522713,-0.15,-0.43605,34.35,"January 08, 24",-0.0043605
1101.TW,2024-01-05,34.2,34.35,34.2,34.35,34.35,4632974,4632974,0.15,0.4386,34.3,"January 05, 24",0.004386
1101.TW,2024-01-04,34.2,34.3,34.15,34.2,34.2,6398576,6398576,0,0,34.22,"January 04, 24",0
1101.TW,2024-01-03,34.5,34.75,34.15,34.2,34.2,12618451,12618451,-0.3,-0.86957,34.37,"January 03, 24",-0.0086957
1101.TW,2024-01-02,34.85,34.85,34.6,34.7,34.7,9061300,9061300,-0.15,-0.43042,34.72,"January 02, 24",-0.0043042
1101.TW,2023-12-29,34.9,34.9,34.7,34.85,34.85,6434406,6434406,-0.05,-0.14327,34.82,"December 29, 23",-0.0014327
1101.TW,2023-12-28,34.95,35,34.7,34.9,34.9,9397397,9397397,-0.05,-0.14306,34.87,"December 28, 23",-0.0014306
1101.TW,2023-12-27,34.65,34.9,34.65,34.9,34.9,11423455,11423455,0.25,0.7215,34.82,"December 27, 23",0.007215
1101.TW,2023-12-26,34.6,34.7,34.5,34.65,34.65,5467401,5467401,0.05,0.14451,34.62,"December 26, 23",0.0014451
1101.TW,2023-12-25,34.4,34.65,34.35,34.5,34.5,7304056,7304056,0.1,0.2907,34.5,"December 25, 23",0.002907
1101.TW,2023-12-22,34.2,34.35,34.15,34.3,34.3,5495257,5495257,0.1,0.2924,34.27,"December 22, 23",0.002924
1101.TW,2023-12-21,34.25,34.35,34.15,34.25,34.25,7131400,7131400,0,0,34.25,"December 21, 23",0
1101.TW,2023-12-20,34.45,34.6,34.25,34.5,34.5,8983096,8983096,0.05,0.14514,34.45,"December 20, 23",0.0014514
1101.TW,2023-12-19,34.7,34.7,34.2,34.35,34.35,8776646,8776646,-0.35,-1.01,34.42,"December 19, 23",-0.0101
1101.TW,2023-12-18,34.45,34.7,34.35,34.55,34.55,7343604,7343604,0.1,0.29028,34.53,"December 18, 23",0.0029028
1101.TW,2023-12-15,34.5,34.55,34.3,34.3,34.3,22077978,22077978,-0.2,-0.57971,34.38,"December 15, 23",-0.0057971
1101.TW,2023-12-14,34.5,34.55,34.1,34.4,34.4,10784685,10784685,-0.1,-0.28986,34.35,"December 14, 23",-0.0028986
1101.TW,2023-12-13,34.15,34.2,34.05,34.05,34.05,8812839,8812839,-0.1,-0.29283,34.1,"December 13, 23",-0.0029283
1101.TW,2023-12-12,34.4,34.4,34.1,34.15,34.15,8902876,8902876,-0.25,-0.72674,34.22,"December 12, 23",-0.0072674
1101.TW,2023-12-11,34.6,34.65,34.2,34.4,34.4,7542239,7542239,-0.2,-0.57803,34.42,"December 11, 23",-0.0057803
1101.TW,2023-12-08,34.7,34.85,34.6,34.6,34.6,12321862,12321862,-0.1,-0.28818,34.68,"December 08, 23",-0.0028818
1101.TW,2023-12-07,34.6,34.75,34.4,34.5,34.5,7285840,7285840,-0.1,-0.28902,34.55,"December 07, 23",-0.0028902
1101.TW,2023-12-06,34.95,35.05,34.6,34.6,34.6,11672242,11672242,-0.35,-1,34.75,"December 06, 23",-0.01
1101.TW,2023-12-05,34,34.9,34,34.9,34.9,24204590,24204590,0.9,2.65,34.6,"December 05, 23",0.0265
1101.TW,2023-12-04,34.5,34.55,34.05,34.05,34.05,23713712,23713712,-0.45,-1.3,34.22,"December 04, 23",-0.013
1101.TW,2023-12-01,34.6,34.75,34.3,34.4,34.4,35044896,35044896,-0.2,-0.57803,34.48,"December 01, 23",-0.0057803
1101.TW,2023-11-30,34.3,35.3,34.3,34.95,34.95,106208572,106208572,0.65,1.9,34.85,"November 30, 23",0.019
1101.TW,2023-11-29,34.6,34.8,34.1,34.25,34.25,27248885,27248885,-0.35,-1.01,34.38,"November 29, 23",-0.0101
1101.TW,2023-11-28,35,35.5,34.5,34.5,34.5,65368681,65368681,-0.5,-1.43,34.83,"November 28, 23",-0.0143
1101.TW,2023-11-27,33.9,34.35,33.8,33.95,33.95,22048403,22048403,0.05,0.14749,34.03,"November 27, 23",0.0014749
1101.TW,2023-11-24,33.95,34.1,33.75,33.75,33.75,20288459,20288459,-0.2,-0.5891,33.87,"November 24, 23",-0.005891
1101.TW,2023-11-23,33.85,34.05,33.65,34,34,16829931,16829931,0.15,0.44313,33.9,"November 23, 23",0.0044313
1101.TW,2023-11-22,34.05,34.15,33.85,33.85,33.85,15519865,15519865,-0.2,-0.58737,33.95,"November 22, 23",-0.0058737
1101.TW,2023-11-21,33.7,34.2,33.7,34.2,34.2,33354810,33354810,0.5,1.48,34.03,"November 21, 23",0.0148
1101.TW,2023-11-20,33.2,33.75,33.1,33.6,33.6,12336692,12336692,0.4,1.2,33.48,"November 20, 23",0.012
1101.TW,2023-11-17,33.05,33.35,33,33.2,33.2,10487720,10487720,0.15,0.45386,33.18,"November 17, 23",0.0045386
1101.TW,2023-11-16,33.35,33.35,33,33.05,33.05,21299111,21299111,-0.3,-0.89955,33.13,"November 16, 23",-0.0089955
1101.TW,2023-11-15,33,33.15,32.8,33.15,33.15,34592264,34592264,0.15,0.45455,33.03,"November 15, 23",0.0045455
1101.TW,2023-11-14,32.9,32.9,32.5,32.5,32.5,15965661,15965661,-0.4,-1.22,32.63,"November 14, 23",-0.0122
1101.TW,2023-11-13,33,33,32.6,32.8,32.8,13195125,13195125,-0.2,-0.60606,32.8,"November 13, 23",-0.0060606
1101.TW,2023-11-10,32.9,33,32.8,32.85,32.85,10614967,10614967,-0.05,-0.15198,32.88,"November 10, 23",-0.0015198
1101.TW,2023-11-09,33,33.1,32.75,32.9,32.9,16293531,16293531,-0.1,-0.30303,32.92,"November 09, 23",-0.0030303
1101.TW,2023-11-08,32.8,33.05,32.65,32.9,32.9,12424527,12424527,0.1,0.30488,32.87,"November 08, 23",0.0030488
1101.TW,2023-11-07,32.8,32.8,32.4,32.55,32.55,11873715,11873715,-0.25,-0.7622,32.58,"November 07, 23",-0.007622
1101.TW,2023-11-06,33,33.1,32.75,32.8,32.8,15165942,15165942,-0.2,-0.60606,32.88,"November 06, 23",-0.0060606
1101.TW,2023-11-03,32.55,32.95,32.5,32.9,32.9,20980277,20980277,0.35,1.08,32.78,"November 03, 23",0.0108
1101.TW,2023-11-02,32.3,32.5,32.25,32.35,32.35,14524194,14524194,0.05,0.1548,32.37,"November 02, 23",0.001548
1101.TW,2023-11-01,32.35,32.5,32,32.1,32.1,13586208,13586208,-0.25,-0.7728,32.2,"November 01, 23",-0.007728
1101.TW,2023-10-31,32.05,32.35,32.05,32.25,32.25,23637413,23637413,0.2,0.62402,32.22,"October 31, 23",0.0062402
1101.TW,2023-10-30,31.8,32.1,31.75,32,32,15829556,15829556,0.2,0.62893,31.95,"October 30, 23",0.0062893
1101.TW,2023-10-27,31.55,32,31.55,31.85,31.85,12726662,12726662,0.3,0.95087,31.8,"October 27, 23",0.0095087
1101.TW,2023-10-26,31.55,31.6,31.4,31.45,31.45,15778530,15778530,-0.1,-0.31696,31.48,"October 26, 23",-0.0031696
1101.TW,2023-10-25,31.65,31.85,31.5,31.55,31.55,19417650,19417650,-0.1,-0.31596,31.63,"October 25, 23",-0.0031596
1101.TW,2023-10-24,31.75,31.75,31.35,31.5,31.5,22314338,22314338,-0.25,-0.7874,31.53,"October 24, 23",-0.007874
1101.TW,2023-10-23,31.7,31.9,31.55,31.65,31.65,13952533,13952533,-0.05,-0.15773,31.7,"October 23, 23",-0.0015773
1101.TW,2023-10-20,31.7,31.9,31.4,31.75,31.75,33260612,33260612,0.05,0.15773,31.68,"October 20, 23",0.0015773
1101.TW,2023-10-19,32.2,32.25,31.7,31.9,31.9,58572705,58572705,-0.3,-0.93168,31.95,"October 19, 23",-0.0093168
1101.TW,2023-10-18,32.65,32.75,32.3,32.45,32.45,82929349,82929349,-0.2,-0.61256,32.5,"October 18, 23",-0.0061256
1101.TW,2023-10-17,33.8,33.8,33.3,33.45,33.45,17969504,17969504,-0.35,-1.04,33.52,"October 17, 23",-0.0104
1101.TW,2023-10-16,33.8,33.9,33.6,33.6,33.6,13396338,13396338,-0.2,-0.59172,33.7,"October 16, 23",-0.0059172
1101.TW,2023-10-13,33.9,34.15,33.7,33.8,33.8,18902875,18902875,-0.1,-0.29499,33.88,"October 13, 23",-0.0029499
1101.TW,2023-10-12,33.2,33.8,33.15,33.7,33.7,20215685,20215685,0.5,1.51,33.55,"October 12, 23",0.0151
1101.TW,2023-10-11,33.15,33.2,32.85,33.1,33.1,16116392,16116392,-0.05,-0.15083,33.05,"October 11, 23",-0.0015083
1101.TW,2023-10-06,32.75,33.1,32.7,32.8,32.8,15457787,15457787,0.05,0.15267,32.87,"October 06, 23",0.0015267
1101.TW,2023-10-05,32.75,32.95,32.6,32.75,32.75,17179768,17179768,0,0,32.77,"October 05, 23",0
1101.TW,2023-10-04,33,33.15,32.85,32.9,32.9,20311826,20311826,-0.1,-0.30303,32.97,"October 04, 23",-0.0030303
1101.TW,2023-10-03,33.2,33.3,33.05,33.2,33.2,10139463,10139463,0,0,33.18,"October 03, 23",0
1101.TW,2023-10-02,33.3,33.3,33.05,33.1,33.1,13813944,13813944,-0.2,-0.6006,33.15,"October 02, 23",-0.006006
1101.TW,2023-09-28,33.1,33.3,33.05,33.25,33.25,18217658,18217658,0.15,0.45317,33.2,"September 28, 23",0.0045317
1101.TW,2023-09-27,33,33.2,32.9,33.05,33.05,15043077,15043077,0.05,0.15152,33.05,"September 27, 23",0.0015152
1101.TW,2023-09-26,33.1,33.3,33,33,33,18175159,18175159,-0.1,-0.30211,33.1,"September 26, 23",-0.0030211
1101.TW,2023-09-25,33.4,33.45,33,33.1,33.1,29278663,29278663,-0.3,-0.8982,33.18,"September 25, 23",-0.008982
1101.TW,2023-09-22,33.5,33.6,33.35,33.5,33.5,23115549,23115549,0,0,33.48,"September 22, 23",0
1101.TW,2023-09-21,34.25,34.25,33.8,33.8,33.8,28985239,28985239,-0.45,-1.31,33.95,"September 21, 23",-0.0131
1101.TW,2023-09-20,34.8,34.85,34.35,34.35,34.35,20840931,20840931,-0.45,-1.29,34.52,"September 20, 23",-0.0129
1101.TW,2023-09-19,35.1,35.15,34.8,34.8,34.8,11049333,11049333,-0.3,-0.8547,34.92,"September 19, 23",-0.008547
1101.TW,2023-09-18,35.1,35.2,35,35.1,35.1,9091177,9091177,0,0,35.1,"September 18, 23",0
1101.TW,2023-09-15,35.3,35.35,35.05,35.1,35.1,13648505,13648505,-0.2,-0.56657,35.17,"September 15, 23",-0.0056657
1101.TW,2023-09-14,35.4,35.5,35.3,35.5,35.5,12171571,12171571,0.1,0.28249,35.43,"September 14, 23",0.0028249
1101.TW,2023-09-13,34.85,35.3,34.85,35.3,35.3,21998257,21998257,0.45,1.29,35.15,"September 13, 23",0.0129
1101.TW,2023-09-12,34.3,34.65,34.3,34.6,34.6,11557026,11557026,0.3,0.87464,34.52,"September 12, 23",0.0087464
1101.TW,2023-09-11,34.1,34.2,34.05,34.2,34.2,9588295,9588295,0.1,0.29326,34.15,"September 11, 23",0.0029326
1101.TW,2023-09-08,34.3,34.35,34.05,34.1,34.1,15373460,15373460,-0.2,-0.58309,34.17,"September 08, 23",-0.0058309
1101.TW,2023-09-07,34.4,34.55,34.2,34.35,34.35,15756901,15756901,-0.05,-0.14535,34.37,"September 07, 23",-0.0014535
1101.TW,2023-09-06,34.9,34.95,34.35,34.4,34.4,33267817,33267817,-0.5,-1.43,34.57,"September 06, 23",-0.0143
1101.TW,2023-09-05,35.15,35.25,35,35,35,15081012,15081012,-0.15,-0.42674,35.08,"September 05, 23",-0.0042674
1101.TW,2023-09-04,35.15,35.25,34.9,35.2,35.2,14505906,14505906,0.05,0.14225,35.12,"September 04, 23",0.0014225
1101.TW,2023-09-01,35.1,35.45,35,35.25,35.25,13674937,13674937,0.15,0.42735,35.23,"September 01, 23",0.0042735
1101.TW,2023-08-31,35.35,35.35,34.95,34.95,34.95,32950105,32950105,-0.4,-1.13,35.08,"August 31, 23",-0.0113
1101.TW,2023-08-30,35.3,35.6,35.2,35.3,35.3,10675191,10675191,0,0,35.37,"August 30, 23",0
1101.TW,2023-08-29,35.2,35.45,35.2,35.4,35.4,7335442,7335442,0.2,0.56818,35.35,"August 29, 23",0.0056818
1101.TW,2023-08-28,35.15,35.3,35.1,35.2,35.2,8257478,8257478,0.05,0.14225,35.2,"August 28, 23",0.0014225
1101.TW,2023-08-25,35.2,35.35,35.1,35.1,35.1,9722708,9722708,-0.1,-0.28409,35.18,"August 25, 23",-0.0028409
1101.TW,2023-08-24,35.2,35.45,35.2,35.3,35.3,8834410,8834410,0.1,0.28409,35.32,"August 24, 23",0.0028409
1101.TW,2023-08-23,35.5,35.55,35.3,35.3,35.3,7835220,7835220,-0.2,-0.56338,35.38,"August 23, 23",-0.0056338
1101.TW,2023-08-22,35.55,35.55,35.3,35.4,35.4,6396337,6396337,-0.15,-0.42194,35.42,"August 22, 23",-0.0042194
1101.TW,2023-08-21,35,35.45,35,35.4,35.4,10749432,10749432,0.4,1.14,35.28,"August 21, 23",0.0114
1101.TW,2023-08-18,35.8,35.8,35.1,35.15,35.15,26494550,26494550,-0.65,-1.82,35.35,"August 18, 23",-0.0182
1101.TW,2023-08-17,36,36.05,35.4,35.65,35.65,21860054,21860054,-0.35,-0.97222,35.7,"August 17, 23",-0.0097222
1101.TW,2023-08-16,36.55,36.6,36,36.05,36.05,24380919,24380919,-0.5,-1.37,36.22,"August 16, 23",-0.0137
1101.TW,2023-08-15,36.85,36.9,36.55,36.7,36.7,11466627,11466627,-0.15,-0.40706,36.72,"August 15, 23",-0.0040706
1101.TW,2023-08-14,37.55,37.55,36.75,36.85,36.85,17312027,17312027,-0.7,-1.86,37.05,"August 14, 23",-0.0186
1101.TW,2023-08-11,37.15,37.75,37.1,37.4,37.4,14066934,14066934,0.25,0.67295,37.42,"August 11, 23",0.0067295
1101.TW,2023-08-10,37.2,37.25,36.8,36.85,36.85,9576123,9576123,-0.35,-0.94086,36.97,"August 10, 23",-0.0094086
1101.TW,2023-08-09,37.1,37.25,37.05,37.15,37.15,8955934,8955934,0.05,0.13477,37.15,"August 09, 23",0.0013477
1101.TW,2023-08-08,37.5,37.6,37.1,37.1,37.1,15357184,15357184,-0.4,-1.07,37.27,"August 08, 23",-0.0107
1101.TW,2023-08-07,37.5,37.7,37.4,37.65,37.65,12736577,12736577,0.15,0.4,37.58,"August 07, 23",0.004
1101.TW,2023-08-04,37.25,37.5,37.15,37.35,37.35,13103205,13103205,0.1,0.26846,37.33,"August 04, 23",0.0026846
1101.TW,2023-08-03,37.2,37.2,37.2,37.2,37.200001,0,0,0,0,37.2,"August 03, 23",0
1101.TW,2023-08-02,37.5,37.8,37.15,37.2,37.2,15841459,15841459,-0.3,-0.8,37.38,"August 02, 23",-0.008
1101.TW,2023-08-01,37.35,37.6,37.3,37.55,37.55,9123612,9123612,0.2,0.53548,37.48,"August 01, 23",0.0053548
1101.TW,2023-07-31,37.35,37.6,37.15,37.3,37.299999,16253229,16253229,-0.05,-0.13387,37.35,"July 31, 23",-0.0013387
1101.TW,2023-07-28,37.35,37.4,37.1,37.35,37.349998,8140107,8140107,0,0,37.28,"July 28, 23",0
1101.TW,2023-07-27,37.25,37.55,37.2,37.35,37.349998,10923951,10923951,0.1,0.26846,37.37,"July 27, 23",0.0026846
1101.TW,2023-07-26,37.5,37.55,37.2,37.25,37.25,11732304,11732304,-0.25,-0.66667,37.33,"July 26, 23",-0.0066667
1101.TW,2023-07-25,36.9,37.65,36.8,37.4,37.400002,24249400,24249400,0.5,1.36,37.28,"July 25, 23",0.0136
1101.TW,2023-07-24,36.2,36.9,36,36.5,36.5,15687678,15687678,0.3,0.82873,36.47,"July 24, 23",0.0082873
1101.TW,2023-07-21,36.6,36.65,36.1,36.1,36.099998,22830095,22830095,-0.5,-1.37,36.28,"July 21, 23",-0.0137
1101.TW,2023-07-20,36.65,36.75,36.55,36.55,36.549999,13656456,13656456,-0.1,-0.27285,36.62,"July 20, 23",-0.0027285
1101.TW,2023-07-19,37.1,37.1,36.55,36.6,36.599998,17137837,17137837,-0.5,-1.35,36.75,"July 19, 23",-0.0135
1101.TW,2023-07-18,36.7,37.1,36.5,37.1,37.099998,18074416,18074416,0.4,1.09,36.9,"July 18, 23",0.0109
1101.TW,2023-07-17,37,37.1,36.7,36.75,36.75,16408756,16408756,-0.25,-0.67568,36.85,"July 17, 23",-0.0067568
1101.TW,2023-07-14,36.8,37.15,36.75,37,37,12275873,12275873,0.2,0.54348,36.97,"July 14, 23",0.0054348
1101.TW,2023-07-13,36.65,37.25,36.65,36.8,36.799999,15585586,15585586,0.15,0.40928,36.9,"July 13, 23",0.0040928
1101.TW,2023-07-12,36.55,36.65,36.5,36.6,36.599998,13487205,13487205,0.05,0.1368,36.58,"July 12, 23",0.001368
1101.TW,2023-07-11,36.8,37.05,36.5,36.55,36.549999,19084552,19084552,-0.25,-0.67935,36.7,"July 11, 23",-0.0067935
1101.TW,2023-07-10,37.3,37.4,36.8,36.85,36.350277,25493449,25493449,-0.45,-1.21,37.02,"July 10, 23",-0.0121
1101.TW,2023-07-07,37.2,37.5,36.9,37.3,36.794174,19233416,19233416,0.1,0.26882,37.23,"July 07, 23",0.0026882
1101.TW,2023-07-06,37.75,37.75,37.2,37.25,36.744854,28435853,28435853,-0.5,-1.32,37.4,"July 06, 23",-0.0132
1101.TW,2023-07-05,38.05,38.15,37.8,37.8,37.287395,16926980,16926980,-0.25,-0.65703,37.92,"July 05, 23",-0.0065703
1101.TW,2023-07-04,38.2,38.3,38.05,38.05,37.534004,11424677,11424677,-0.15,-0.39267,38.13,"July 04, 23",-0.0039267
1101.TW,2023-07-03,38.2,38.3,38.15,38.25,37.731293,8501024,8501024,0.05,0.13089,38.23,"July 03, 23",0.0013089
1101.TW,2023-06-30,38.05,38.35,38.05,38.05,37.534004,11087589,11087589,0,0,38.15,"June 30, 23",0
1101.TW,2023-06-29,38.15,38.4,38.05,38.05,37.534004,9888531,9888531,-0.1,-0.26212,38.17,"June 29, 23",-0.0026212
1101.TW,2023-06-28,38.45,38.5,38,38.05,37.534004,18691661,18691661,-0.4,-1.04,38.18,"June 28, 23",-0.0104
1101.TW,2023-06-27,38.7,38.8,38.4,38.45,37.928581,10039811,10039811,-0.25,-0.64599,38.55,"June 27, 23",-0.0064599
1101.TW,2023-06-26,38.7,38.95,38.45,38.8,38.273834,13265845,13265845,0.1,0.2584,38.73,"June 26, 23",0.002584
1101.TW,2023-06-21,38.55,38.75,38.35,38.7,38.175194,14569367,14569367,0.15,0.38911,38.6,"June 21, 23",0.0038911
1101.TW,2023-06-20,38.7,38.75,38.45,38.55,38.027225,9586846,9586846,-0.15,-0.3876,38.58,"June 20, 23",-0.003876
1101.TW,2023-06-19,38.75,38.95,38.6,38.7,38.175194,12758814,12758814,-0.05,-0.12903,38.75,"June 19, 23",-0.0012903
1101.TW,2023-06-16,38.4,39.2,38.3,38.7,38.175194,38961805,38961805,0.3,0.78125,38.73,"June 16, 23",0.0078125
1101.TW,2023-06-15,38.35,38.4,38.2,38.35,37.829937,12274240,12274240,0,0,38.32,"June 15, 23",0
1101.TW,2023-06-14,38.35,38.45,38.15,38.35,37.829937,11705745,11705745,0,0,38.32,"June 14, 23",0
1101.TW,2023-06-13,38.3,38.4,38.05,38.25,37.731293,14096942,14096942,-0.05,-0.13055,38.23,"June 13, 23",-0.0013055
1101.TW,2023-06-12,38.7,38.75,38.15,38.25,37.731293,16162743,16162743,-0.45,-1.16,38.38,"June 12, 23",-0.0116
1101.TW,2023-06-09,38.5,38.5,38.3,38.45,37.928581,12381630,12381630,-0.05,-0.12987,38.42,"June 09, 23",-0.0012987
1101.TW,2023-06-08,38.8,38.8,38.3,38.5,37.977905,14265442,14265442,-0.3,-0.7732,38.53,"June 08, 23",-0.007732
1101.TW,2023-06-07,38.9,38.95,38.6,38.8,38.273834,11593905,11593905,-0.1,-0.25707,38.78,"June 07, 23",-0.0025707
1101.TW,2023-06-06,38.95,39.05,38.65,38.8,38.273834,11674163,11674163,-0.15,-0.38511,38.83,"June 06, 23",-0.0038511
1101.TW,2023-06-05,38.75,39.25,38.65,38.85,38.323154,23406334,23406334,0.1,0.25806,38.92,"June 05, 23",0.0025806
1101.TW,2023-06-02,37.75,38.75,37.75,38.55,38.027225,37466531,37466531,0.8,2.12,38.35,"June 02, 23",0.0212
1101.TW,2023-06-01,38.05,38.1,37.75,37.75,37.238075,20147654,20147654,-0.3,-0.78844,37.87,"June 01, 23",-0.0078844
1101.TW,2023-05-31,38.3,38.3,37.85,37.9,37.38604,55057858,55057858,-0.4,-1.04,38.02,"May 31, 23",-0.0104
1101.TW,2023-05-30,38.1,38.3,37.9,38.3,37.780613,28763751,28763751,0.2,0.52493,38.17,"May 30, 23",0.0052493
1101.TW,2023-05-29,38.05,38.15,37.75,38.15,37.632652,25909478,25909478,0.1,0.26281,38.02,"May 29, 23",0.0026281
1101.TW,2023-05-26,37.8,38,37.6,38,37.484684,21115433,21115433,0.2,0.5291,37.87,"May 26, 23",0.005291
1101.TW,2023-05-25,37.7,38.05,37.5,38.05,37.534004,30230589,30230589,0.35,0.92838,37.87,"May 25, 23",0.0092838
1101.TW,2023-05-24,37.85,37.9,37.5,37.85,37.336716,21466866,21466866,0,0,37.75,"May 24, 23",0
1101.TW,2023-05-23,38.25,38.3,37.9,37.9,37.38604,22587788,22587788,-0.35,-0.91503,38.03,"May 23, 23",-0.0091503
1101.TW,2023-05-22,38,38.4,37.7,38.25,37.731293,23646097,23646097,0.25,0.65789,38.12,"May 22, 23",0.0065789
1101.TW,2023-05-19,37.85,38,37.7,37.85,37.336716,23497345,23497345,0,0,37.85,"May 19, 23",0
1101.TW,2023-05-18,38,38.15,37.7,37.85,37.336716,17965567,17965567,-0.15,-0.39474,37.9,"May 18, 23",-0.0039474
1101.TW,2023-05-17,37.7,38.2,37.65,37.9,37.38604,20616708,20616708,0.2,0.5305,37.92,"May 17, 23",0.005305
1101.TW,2023-05-16,37.45,37.85,37.25,37.75,37.238075,14490455,14490455,0.3,0.80107,37.62,"May 16, 23",0.0080107
1101.TW,2023-05-15,37.8,37.8,37.15,37.35,36.843498,29268134,29268134,-0.45,-1.19,37.43,"May 15, 23",-0.0119
1101.TW,2023-05-12,37.85,37.95,37.6,37.8,37.287395,25627628,25627628,-0.05,-0.1321,37.78,"May 12, 23",-0.001321
1101.TW,2023-05-11,38.65,38.9,37.9,38.2,37.681973,23390635,23390635,-0.45,-1.16,38.33,"May 11, 23",-0.0116
1101.TW,2023-05-10,38.85,38.9,38.55,38.85,38.323154,15964415,15964415,0,0,38.77,"May 10, 23",0
1101.TW,2023-05-09,39.7,39.7,38.55,38.65,38.12587,37625693,37625693,-1.05,-2.64,38.97,"May 09, 23",-0.0264
1101.TW,2023-05-08,39.55,39.8,39.35,39.6,39.062984,26033073,26033073,0.05,0.12642,39.58,"May 08, 23",0.0012642
1101.TW,2023-05-05,39.55,39.8,39.15,39.3,38.767056,15727666,15727666,-0.25,-0.63211,39.42,"May 05, 23",-0.0063211
1101.TW,2023-05-04,39.5,39.75,39.2,39.45,38.91502,19245098,19245098,-0.05,-0.12658,39.47,"May 04, 23",-0.0012658
1101.TW,2023-05-03,40.15,40.15,39.3,39.5,38.964344,34833962,34833962,-0.65,-1.62,39.65,"May 03, 23",-0.0162
1101.TW,2023-05-02,39,40.25,38.9,39.9,39.358921,68765693,68765693,0.9,2.31,39.68,"May 02, 23",0.0231
1101.TW,2023-04-28,38.95,39.15,38.55,38.7,38.175194,24608337,24608337,-0.25,-0.64185,38.8,"April 28, 23",-0.0064185
1101.TW,2023-04-27,39.2,39.4,38.55,38.65,38.12587,28795584,28795584,-0.55,-1.4,38.87,"April 27, 23",-0.014
1101.TW,2023-04-26,38.2,39.2,38.2,39.1,38.569767,34071927,34071927,0.9,2.36,38.83,"April 26, 23",0.0236
1101.TW,2023-04-25,39.55,39.6,38.3,38.5,37.977905,51999570,51999570,-1.05,-2.65,38.8,"April 25, 23",-0.0265
1101.TW,2023-04-24,39.2,39.8,38.85,39.55,39.013664,76788492,76788492,0.35,0.89286,39.4,"April 24, 23",0.0089286
1101.TW,2023-04-21,37.5,38.95,37.5,38.3,37.780613,64324823,64324823,0.8,2.13,38.25,"April 21, 23",0.0213
1101.TW,2023-04-20,37.2,37.5,37.1,37.2,36.695534,12478566,12478566,0,0,37.27,"April 20, 23",0
1101.TW,2023-04-19,37.45,37.65,37.1,37.1,36.596886,12596464,12596464,-0.35,-0.93458,37.28,"April 19, 23",-0.0093458
1101.TW,2023-04-18,37.95,38,37.3,37.45,36.942142,13368547,13368547,-0.5,-1.32,37.58,"April 18, 23",-0.0132
1101.TW,2023-04-17,37.65,38.3,37.65,37.95,37.435364,27458785,27458785,0.3,0.79681,37.97,"April 17, 23",0.0079681
1101.TW,2023-04-14,37.6,37.65,37.3,37.55,37.040787,10684990,10684990,-0.05,-0.13298,37.5,"April 14, 23",-0.0013298
